"","ensembl_transcript","extra","Length","hour00_rep1","hour00_rep2","hour00_rep3","hour04_rep1","hour04_rep2","hour04_rep3","hour08_rep1","hour08_rep2","hour08_rep3","hour14_rep1","hour14_rep2","hour14_rep3","gene_symbol"
"12534","ENST00000278174","9_272_392",121,6.67,8,8,11.33,7,9.33,12.67,12.67,13.33,14.33,7.33,14,"BTBD10"
"12535","ENST00000261406","7_268_652",389,20.33,25.67,23.67,22,23,24.33,26.33,28,25.33,14.33,12,22.67,"RP3-461F17.3"
"12536","ENST00000430805","6_455_2036",1591,21.83,22,21.5,18,17,16,18.83,18,15.33,14.33,11.83,9,"RCBTB2"
"12537","ENST00000569174","5_71_1076",1014,15,26.83,18.67,17.5,18.5,13.17,15,21.33,19.67,14.33,13.67,17.5,"WWP2"
"12538","ENST00000576952","1_50_257",210,11.33,13,11,7.67,13,11,13,12.33,13,14.33,13.33,15.67,NA
"12539","ENST00000395698","7_96_993",907,27.67,33.33,29,27.33,36.33,34.67,24.33,22.33,24.33,14.33,11.67,19.67,"NCAPH2"
"12540","ENST00000296484","6_41_1262",1231,38.5,40,42.67,31.67,33.33,30.83,23.33,23.17,22.5,14.33,10,16,"POC1A"
"12541","ENST00000360356","6_241_2791",2559,18.17,20.83,21.67,41.67,38.17,32.5,48.83,45.5,38.83,14.33,6.67,12.5,"PARP9"
"12542","ENST00000477522","6_241_2686",2454,18.17,20.83,20.67,40.67,38.17,32.5,48.83,45.5,38.83,14.33,6.67,12.5,"PARP9"
"12543","ENST00000342666","9_1_1498",1514,21.17,25.83,20.92,27,29.41,30,24,26,19.75,14.33,9.17,14.5,"CAMK2D"
"12544","ENST00000511664","5_151_1750",1618,21.17,26.33,20.67,27,29.16,30.33,24.5,26,19.5,14.33,9.17,14.5,"CAMK2D"
"12545","ENST00000504238","5_276_1908",1652,93.67,91.33,73.33,74.33,78,87.67,37.33,45.33,47,14.33,21,20,"ABLIM3"
"12546","ENST00000524003","1_311_362",51,16.33,19,9.33,17,13.33,11,18.33,22,18,14.33,15,15.33,NA
"12547","ENST00000377039","2_90_648",564,19.33,27.67,26.33,20,18.33,13,18.33,30.33,22.33,14.33,13.33,17.33,"ARAF"
"12548","ENST00000372383","8_369_969",602,26.5,30.33,35,14.33,11,13.33,11.17,6.17,7.17,14.33,11.5,14.33,"TSC22D3"
"12549","ENST00000341980","10_8_1676",1681,19.75,20.45,18.55,19.05,24,19.95,15.85,16.45,12.4,14.3,11.78,14.35,"PPP2R1B"
"12550","ENST00000527614","5_67_1870",1817,20,20.7,19.3,19.05,24.25,20.2,15.85,16.45,12.65,14.3,11.78,14.85,"PPP2R1B"
"12551","ENST00000262975","8_285_3789",3525,72.62,87.17,78.62,45.67,53.15,42.15,12.66,15.34,12.91,14.26,11.93,14.16,"ZMYND8"
"12552","ENST00000396281","8_479_3962",3503,71.96,86.5,76.29,45.01,54.82,42.15,12.66,15.34,12.91,14.26,11.6,15.16,"ZMYND8"
"12553","ENST00000617418","4_61_3409",3368,71.82,86.69,78.14,45.67,53.01,41.82,12.66,15.34,12.77,14.26,11.46,14.02,"ZMYND8"
"12554","ENST00000342753","8_291_1314",1031,78.08,101,78.25,82.08,66,64.67,61.75,67.33,57.67,14.25,9.75,15,"MXRA8"
"12555","ENST00000293288","12_1_655",660,54.42,75.92,64.58,53.83,58.58,56.75,47.75,48.08,43.58,14.25,20.33,18.92,"BAX"
"12556","ENST00000406122","5_366_1533",1177,16.7,15.5,15.8,15.65,16.15,15.7,12.45,18.45,14.55,14.25,7.55,14.6,"ATL2"
"12557","ENST00000368291","6_267_702",437,11.1,11.6,8.08,10.45,9.1,11.33,7.1,10.65,10.2,14.25,10.63,14.93,"ECHDC1"
"12558","ENST00000330083","5_490_1546",1068,10.8,13.4,12.2,12.2,4.8,10.6,17.8,15.87,15.13,14.2,14.73,20.2,"ATAT1"
"12559","ENST00000406638","6_1343_1529",189,127.33,150.17,125.5,116.83,115.67,114.5,85.67,95.17,84,14.17,14,13.83,"LSP1"
"12560","ENST00000591834","1_51_1440",1400,24.5,37.67,35.67,46.83,41.83,43.83,19,14.5,16,14.17,12.17,11,"RP11-793H13.10"
"12561","ENST00000620578","4_460_889",433,6.62,6.88,6.92,7.84,5.42,5.78,8.9,10.61,10.53,14.17,12.63,13.98,"COPS7B"
"12562","ENST00000258781","10_150_1482",1343,60.75,75.08,71.08,62.08,72.58,71.08,38.42,37.17,38.42,14.17,16.5,16.75,"CCM2"
"12563","ENST00000381112","7_153_1467",1325,60.75,75.08,71.08,62.08,72.58,71.08,38.42,37.17,38.42,14.17,16.5,16.75,"CCM2"
"12564","ENST00000372159","7_468_2706",2257,31.83,28.67,43.17,25.17,18,10.17,13.67,14.17,17.83,14.17,17.33,12.33,"DDX31"
"12565","ENST00000338042","10_353_1811",1468,24.18,27.28,25.32,21.65,25.13,19.83,12.67,11.25,13.92,14.15,10.3,8.18,"MEF2A"
"12566","ENST00000557942","5_276_1758",1493,24.68,27.28,25.32,21.65,25.13,19.83,12.67,11.25,13.92,14.15,10.3,8.18,"MEF2A"
"12567","ENST00000523558","5_165_1359",1202,16.53,12.87,15.27,18.67,13.13,16.6,7.73,8.6,9.33,14.13,7.73,11.33,"STAU2"
"12568","ENST00000532825","5_86_1628",1557,6.75,9.42,11.25,18.75,18.42,16.42,23.08,25.58,19.75,14.08,10.58,12.17,"NOX4"
"12569","ENST00000534731","5_155_1697",1557,6.75,9.42,11.25,18.75,18.42,16.42,23.08,25.58,19.75,14.08,10.58,12.17,"NOX4"
"12570","ENST00000439424","6_77_593",523,21.03,23.87,25.07,24.7,25.17,18.57,28.6,26.7,25.57,14.07,12.3,18.33,"C17orf49"
"12571","ENST00000547863","5_889_1405",523,21.03,23.87,25.07,24.7,25.17,18.57,28.6,26.7,25.57,14.07,12.3,18.33,NA
"12572","ENST00000549775","5_918_1617",705,21.03,23.87,25.07,24.7,25.17,18.57,28.6,26.7,25.57,14.07,12.3,18.33,NA
"12573","ENST00000393824","7_45_1941",1919,18.22,20.5,18.51,19.9,19.49,21.3,21.49,16.95,22.82,14.03,10.04,11.39,"CUX1"
"12574","ENST00000294485","5_166_1183",1024,10,4,7,13,15,14,21,25,29,14,8,10,"DRAXIN"
"12575","ENST00000336689","7_658_2755",2115,61,65,54,38,39,25,16,16,9,14,9,11,"ASAP3"
"12576","ENST00000373243","6_435_2571",2143,50,54,61,31.5,35.5,39,31,27.5,35.5,14,12,19.5,"NCDN"
"12577","ENST00000373253","7_430_2566",2143,50,54,61,31.5,35.5,39,31,27.5,35.5,14,12,19.5,"NCDN"
"12578","ENST00000287727","7_1485_4728",3260,81,74.5,78.5,71,77,62,30.5,41.5,24,14,9,13,"ZFYVE9"
"12579","ENST00000370981","1_638_1325",687,0,1,2,2,3,3,14,16,22,14,14,29,"DIRAS3"
"12580","ENST00000370124","7_454_1603",1161,4.25,6.25,2.75,3.75,1,4,7.25,13.5,6.25,14,15,18.25,"CDC14A"
"12581","ENST00000406462","6_560_623",65,11.5,16,23,27,22,7,21.5,34.5,21,14,5,7,"GPSM2"
"12582","ENST00000349792","9_105_180",77,7,8,8,4,11,6,5,10,5,14,12,16,"PIP5K1A"
"12583","ENST00000367649","7_494_4193",3718,79,88,73.5,97.5,73,77,15.5,21.5,19,14,10.5,16,"RASAL2"
"12584","ENST00000366899","3_420_1686",1268,243,280,246,242,225,203,25,27,26,14,23,14,"DUSP10"
"12585","ENST00000355360","8_331_1294",965,12,16,12,17,11,7,28,44,30,14,9,18,"PGBD2"
"12586","ENST00000282728","9_37_847",815,5,4,7,3,2,8,11,15,15,14,8,19,"HHEX"
"12587","ENST00000370575","4_50_1793",1758,61,76,60,65,60,51,38,43,55,14,16,11,"PYROXD2"
"12588","ENST00000418331","6_821_4364",3566,85,101,76.5,79.5,76,54.5,21.5,19.5,17.5,14,11.5,12.5,"PTPRJ"
"12589","ENST00000301838","4_298_922",627,49,69,46,42,27,20,18,27,22,14,7,11,"FADD"
"12590","ENST00000305494","5_40_1414",1390,15,9,14.5,14,12.5,7,7.5,12,10,14,9,15,"TMEM135"
"12591","ENST00000278499","6_542_1601",1065,0,0,0,0,0.5,0,2,0.5,3,14,8.5,6.5,"SESN3"
"12592","ENST00000281187","9_479_1487",1015,105,147,108,99,94,92,45,65,49,14,9,11,"VPS26B"
"12593","ENST00000303460","4_411_1101",693,111,118,107,72,92,69,30,25,23,14,7,10,"HOXC10"
"12594","ENST00000266970","8_241_1135",902,73.5,89.67,81.17,73.5,71,73.33,46.67,41.17,41.67,14,10.83,14.5,"CDK2"
"12595","ENST00000354056","4_179_971",799,71.5,88.67,81.17,73.5,70,68.33,46.67,41.17,41.67,14,10.83,14.5,"CDK2"
"12596","ENST00000440311","6_180_894",720,71,87.67,79.67,72,69,67.33,46.67,40.67,41.67,14,10.33,14,"CDK2"
"12597","ENST00000347404","9_464_575",111,0,0,0,5,1.67,4,13,18.33,16.33,14,17.67,28.67,"KITLG"
"12598","ENST00000458477","6_666_1938",1279,159.25,195.75,166.75,137.25,151.5,140.5,46,51.75,44,14,13,15.75,"PXN"
"12599","ENST00000261692","6_523_868",348,62.17,75.33,69,75,78.33,70,64.17,67.67,59.5,14,14.67,21.33,"CDK2AP1"
"12600","ENST00000538446","5_27_426",402,62.17,79.33,69,74,78.33,70,64.17,67.67,59.5,14,14.67,21.33,"CDK2AP1"
"12601","ENST00000542174","5_825_1086",263,61.67,75.33,68,74,78.33,70,63.67,67.67,59,14,14.67,21.33,"CDK2AP1"
"12602","ENST00000418736","6_404_1814",1420,5.67,3.67,4.33,4,4,4,6.67,5.67,4.33,14,7.67,12,"RPS6KA5"
"12603","ENST00000220166","9_111_1116",1016,9,14,9,8,10,10,17,13,12,14,6,7,"CTSH"
"12604","ENST00000302824","6_27_666",644,3,8,3,10,9,10,11,14,6,14,8,12,"STARD5"
"12605","ENST00000574733","5_731_1628",901,60,46,56,64,59,60,38,28,30,14,11,19,"NMRAL1"
"12606","ENST00000427738","7_84_177",95,2,4,6,2.67,0,3.33,2.33,3.67,6.33,14,6,10,"CYLD"
"12607","ENST00000268797","11_854_1502",648,12,18,13,3,12,11,7,7,5,14,11,23,"GFOD2"
"12608","ENST00000317506","7_117_1977",1873,17,15,11.5,10.5,11.5,13.5,12.5,8.5,13.5,14,14,22,"RANBP10"
"12609","ENST00000448631","6_25_1807",1794,16,13,8.5,8.5,10.5,12.5,12.5,8.5,13.5,14,13,16,"RANBP10"
"12610","ENST00000434463","7_222_984",766,24.5,30.5,22.5,24,22.5,18.5,11,16.5,19,14,4,8,"HSDL1"
"12611","ENST00000398970","5_107_719",614,50,59.5,46.5,41.5,36.5,32.5,19.5,27,18,14,13.5,18.5,"CRK"
"12612","ENST00000301391","7_576_1293",722,17.5,22,17.5,18,10.5,20.5,12,18,21.5,14,6.5,12.5,"CYB5D2"
"12613","ENST00000333775","9_732_951",220,43.5,49.5,46,44.75,45.75,41.25,44.75,45,37.75,14,11,19.5,"NAA38"
"12614","ENST00000395511","7_366_1296",937,46,57,51,45,55,43,33,39,24,14,18,22,"DHRS7B"
"12615","ENST00000613219","4_704_1694",992,31,31,28,24,31,16,9,15,21,14,11,10,"PEX12"
"12616","ENST00000614443","1_761_2072",1313,45,45,27,30,39,33,36,33,25,14,4,15,"PIGW"
"12617","ENST00000264638","8_221_4370",4174,44,46,36,43,32,37,37,30,51,14,25,24,"CNTNAP1"
"12618","ENST00000362063","6_320_2138",1822,56,65,67,52,47,38,22,25,28,14,17,20,"ZNF652"
"12619","ENST00000573478","5_114_303",191,32.5,62.5,61.5,48.5,43.5,51,48.5,59.5,47.5,14,13,24.5,"FAM195B"
"12620","ENST00000361574","9_75_879",811,50,60,77,46,60,41,38,38,29,14,19,16,"R3HDM4"
"12621","ENST00000355415","6_171_1611",1449,44.5,63.5,54.5,46.5,55.5,42.5,45,35.5,45,14,8.5,12.5,"MFSD12"
"12622","ENST00000588918","5_161_1574",1422,44.5,63.5,54.5,46.5,55.5,42.5,45,35.5,45,14,8.5,12.5,"MFSD12"
"12623","ENST00000312962","10_39_2148",2127,59,64,48,44,38,29,17,14,23,14,9,17,"KRI1"
"12624","ENST00000252809","3_33_957",927,46,67,56,14,9,14,9,10,16,14,17,20,"GDF15"
"12625","ENST00000222329","8_159_1803",1647,87,92,84,27,35.5,31.5,14,13,14,14,10.5,11,"ERF"
"12626","ENST00000601341","5_122_1394",1282,23.83,22.5,23.17,16,12,15.67,7.67,8.67,5.83,14,16,11.33,"VRK3"
"12627","ENST00000406384","5_450_1425",986,7.5,12.5,9.5,8,16.5,10.5,16,11.5,17,14,8,7,"RMDN2"
"12628","ENST00000410014","5_380_617",240,33,31,29,27,17,34,34,34,24,14,14,15,"MORN2"
"12629","ENST00000282388","3_295_1777",1483,40,69,46,3,4,3,7,4,4,14,5,7,"ZFP36L2"
"12630","ENST00000260649","10_911_2132",1229,3,2,0,27,24,19,25,47,33,14,16,10,"SLC3A1"
"12631","ENST00000443120","5_112_577",468,22,21,36,22,27,15,25,16,19,14,8,14,"ANKRD39"
"12632","ENST00000334166","8_258_771",518,79,86,109,99,96,88,53,61,62,14,19,16,"LYPD6"
"12633","ENST00000409998","5_527_554",27,8,2,5,24,15,21,24.5,32,23,14,5,11,"CALCRL"
"12634","ENST00000273075","8_264_1677",1426,48,63,52.5,45,52,49,32.5,36,24.5,14,16,17,"DNPEP"
"12635","ENST00000523282","5_149_1562",1426,48,63,52.5,45,52,49,32.5,36,24.5,14,16,17,"DNPEP"
"12636","ENST00000611582","4_1_2455",2479,22,28.5,33,30,29,30.5,29.5,23.5,26,14,13,11.5,"ARMC9"
"12637","ENST00000409910","1_105_141",36,10.5,13,12.5,9.5,16.5,17,8,16,17,14,5,17.5,NA
"12638","ENST00000334534","9_181_1405",1232,28,15,14,12,9,13,10,10,6,14,12,11,"SLX4IP"
"12639","ENST00000435364","7_735_2688",1962,78,97,72,71,87,67,17,28,18,14,11,18,"CSRP2BP"
"12640","ENST00000372227","5_689_1637",955,44.5,45,43,51.5,50,49,37,40.5,33,14,11.5,10,"SLC35C2"
"12641","ENST00000284987","5_123_2913",2797,30,26,30,45,48,38,19,15,11,14,9,8,"ADAMTS5"
"12642","ENST00000300305","7_677_1886",1214,184,187,185,124,149,89,30,16,33,14,8,10,"RUNX1"
"12643","ENST00000609713","1_591_1860",1271,255,247,267,241,245,170,40,40,39,14,23,11,"KCNJ6"
"12644","ENST00000616863","4_823_1438",617,27.2,33.8,30.6,25.4,24.6,22,12,9.6,10.6,14,13.2,16.4,"BCL2L13"
"12645","ENST00000301831","8_1535_4289",2780,7,18,10,12,9,12,14,13,20,14,19,8,"ULK4"
"12646","ENST00000342649","8_449_1916",1478,63,43,71,53,40,40,33,20,24,14,10,17,"TCAIM"
"12647","ENST00000296137","6_207_4641",4450,87,92,86,97,59,76,42,33,39,14,9,15,"FYCO1"
"12648","ENST00000358536","8_271_6676",6440,42,40,54,35,38,22,29,29,28,14,11,13,"PLXNB1"
"12649","ENST00000483233","5_508_1138",632,72,83,61,69,68,50,63,75,72,14,26,33,"ABHD14B"
"12650","ENST00000318789","8_935_2558",1636,48.5,60.42,47.75,52.92,59.17,62.25,24.08,25.08,24.42,14,14.67,15,"FOXP1"
"12651","ENST00000493089","5_1038_2658",1633,48.5,60.42,47.75,52.92,59.17,62.25,24.08,25.08,24.42,14,14.67,15,"FOXP1"
"12652","ENST00000264245","8_533_4865",4345,202,220,229,248,225,224,44,42,41,14,13,11,"ARHGAP31"
"12653","ENST00000296161","8_190_2410",2226,93,81,76,97,106,101,44,47,48,14,18,10,"DTX3L"
"12654","ENST00000285311","7_875_1484",612,3,4,2,8,13,12,41,43,34,14,12,24,"DKK2"
"12655","ENST00000264428","8_271_1762",1501,17.5,26,27,20.5,28,11.5,19.5,14.5,23.5,14,18,13.5,"GLRB"
"12656","ENST00000399004","6_96_1662",1572,21,27,22,33,35,28,16,16,15,14,8,16,"GIN1"
"12657","ENST00000435817","6_52_2122",2089,25,26,17,10,17,16,9,8,10,14,9,18,"FCHSD1"
"12658","ENST00000376656","8_571_1867",1304,6.83,6,10.5,10,5.67,7.17,10.5,13.83,8.67,14,15.67,18.5,"TRIM39"
"12659","ENST00000376659","9_857_2063",1213,6.83,6,10.5,10,5.67,7.17,10.5,13.83,8.67,14,15.67,18.5,"TRIM39"
"12660","ENST00000375349","7_413_1601",1193,35,46,61,35,42,38,38,50,53,14,14,31,"DXO"
"12661","ENST00000375156","3_272_1319",1047,21,23,19,11,16,16,31,27,20,14,17,26,"FKBPL"
"12662","ENST00000409312","5_126_471",347,12,15.5,15,10.5,17.5,10.5,12,22,18,14,11.5,17,"MED20"
"12663","ENST00000252050","8_1498_7636",6175,65,80,48,68,61,42,42,44,53,14,35,30,"CUL9"
"12664","ENST00000222990","7_209_1439",1239,81,105,91,78,89,80,41,53,32,14,19,27,"SNX8"
"12665","ENST00000404826","6_2495_6779",4315,80,106,96,110,88,62,49,33,41,14,24,32,"SDK1"
"12666","ENST00000409909","7_96_282",189,25,29,29.5,31,22.5,24.5,19,27,30.5,14,9.5,15,"LSM5"
"12667","ENST00000447648","6_538_3796",3280,78,86,71,65,57,79,44,39,56,14,13,20,"TECPR1"
"12668","ENST00000277225","9_4475_7808",3345,86,121,101,80,81,85,18,17,19,14,12,9,"ZNF462"
"12669","ENST00000371872","8_1705_3013",1318,46,57,58,52,61,47,38,43,37,14,3,7,"SARDH"
"12670","ENST00000356463","7_440_1523",1092,40.5,47.5,45,40,28,49.5,30.5,35.5,30.5,14,17,19,"WDR45"
"12671","ENST00000634944","1_302_1382",1089,40.5,47.5,45,40,28,49.5,30.5,35.5,30.5,14,17,19,"WDR45"
"12672","ENST00000373079","3_328_1783",1455,3,7,4,6,7,9,13,2,3,14,5,10,"NAP1L3"
"12673","ENST00000371199","7_300_1791",1498,68,59,73,72,63,61,23,25,16,14,9,11,"XIAP"
"12674","ENST00000298556","7_160_814",664,20,29,30,18,41,20,39,14,30,14,19,12,"HPRT1"
"12675","ENST00000370842","6_317_1400",1093,44.32,54.83,43.18,48.22,42.95,47.22,38.63,42.18,43.1,13.98,8.35,11.82,"ZDHHC16"
"12676","ENST00000393760","5_409_1540",1142,44.32,54.83,43.18,48.22,42.95,47.22,38.63,42.18,43.1,13.98,8.35,11.82,"ZDHHC16"
"12677","ENST00000482630","6_541_1114",581,138.9,191,162.65,38,52.75,34.05,21.65,24.45,18.5,13.95,9,9.05,"VEGFA"
"12678","ENST00000271836","10_82_2524",2464,23.48,26.9,24.94,23.8,23.85,25.28,23.25,25.53,21.68,13.93,11.58,15.32,"ADAM15"
"12679","ENST00000355956","6_102_2619",2540,23.48,27.7,24.94,24.05,23.85,25.53,23.45,25.53,21.68,13.93,11.78,15.52,"ADAM15"
"12680","ENST00000356955","6_102_2691",2613,23.82,28.37,25.28,24.05,23.85,25.53,23.45,25.86,21.68,13.93,11.78,15.52,"ADAM15"
"12681","ENST00000359280","8_102_2616",2537,23.82,28.37,25.28,23.8,23.85,25.28,23.45,25.86,21.68,13.93,11.78,15.52,"ADAM15"
"12682","ENST00000449910","6_102_2688",2610,23.82,28.37,25.28,24.05,23.85,25.53,23.45,25.86,21.68,13.93,11.78,15.52,"ADAM15"
"12683","ENST00000531455","5_37_2509",2494,23.48,26.9,24.94,23.8,23.85,25.28,23.25,25.53,21.68,13.93,11.58,15.32,"ADAM15"
"12684","ENST00000352431","6_90_3510",3440,71.29,85.83,76.62,44.34,52.48,40.82,12.66,15.34,12.91,13.93,11.6,14.16,"ZMYND8"
"12685","ENST00000360911","7_97_3442",3365,70.62,85.5,76.29,44.34,52.48,40.48,12.66,15.34,12.91,13.93,11.27,14.16,"ZMYND8"
"12686","ENST00000525682","6_94_991",905,13,18,16.75,12.67,15.25,17.5,13.17,13.83,15.33,13.92,11.08,14.17,"DHDDS"
"12687","ENST00000333868","9_210_1344",1142,5.33,4.83,6.17,9.5,6.83,9.17,8.67,10.5,14.83,13.83,13.67,13.83,"CASP9"
"12688","ENST00000375890","8_262_1261",1006,5.33,4.83,5.67,8.5,6.83,8.67,8.17,10,13.33,13.83,13.67,13.33,"CASP9"
"12689","ENST00000206474","11_290_1343",1061,30.33,37.5,36.67,33.83,39,35,28.5,23.83,27.67,13.83,8.5,13.83,"HAUS4"
"12690","ENST00000353379","11_44_1124",1094,42.5,29,38,26.5,32,29.5,24.5,22,30.5,13.83,10.5,12,"CDK10"
"12691","ENST00000394970","6_319_1396",1086,35,38.5,40.17,31.17,29.83,29.33,22.33,23.17,21,13.83,8,15.5,"POC1A"
"12692","ENST00000474012","1_245_1325",1088,38.5,39.5,42.17,31.17,32.83,30.83,22.33,22.67,22.5,13.83,10,15.5,"POC1A"
"12693","ENST00000619992","4_540_1380",849,26.67,41.17,35.17,18.83,28,29.33,12.67,18,15.67,13.83,13.67,21.17,"CASP2"
"12694","ENST00000391947","6_1326_1569",245,4.4,4.8,2.2,2,3,3.8,3.6,3.8,3.8,13.8,7.2,10,"MDM4"
"12695","ENST00000426998","6_26_1835",1822,19,20.2,18.05,18.05,22.25,18.95,16.35,15.7,10.9,13.8,10.2,14.1,"PPP2R1B"
"12696","ENST00000497986","5_76_289",217,20.08,25.58,23.25,19.58,19.5,22.25,26.25,24.83,20.25,13.75,11.92,14.42,"ATPIF1"
"12697","ENST00000354386","10_326_5177",4885,56.5,67.25,58.7,49.9,42.25,39.85,20.4,17.25,16.65,13.75,11.85,11.6,"KIAA0586"
"12698","ENST00000556134","5_292_5014",4755,56.5,67.25,56.7,49.9,42.25,39.85,20.4,17.25,16.65,13.75,11.85,11.6,"KIAA0586"
"12699","ENST00000619416","4_275_4874",4631,55.5,67.25,56.7,49.9,42.25,39.85,20.4,17.25,16.65,13.75,11.35,11.6,"KIAA0586"
"12700","ENST00000333202","7_7_748",746,7.5,13.25,12.25,7.75,10.25,12,21,27.5,23,13.75,10.5,14.75,"TM2D3"
"12701","ENST00000409704","6_224_818",600,9.83,9.5,7.5,8.75,8.67,9.08,11.08,10.58,13.75,13.75,11.25,14.17,"ITM2C"
"12702","ENST00000426002","5_195_606",414,60.5,81.75,74.5,76.75,74.75,73.25,57.5,64.5,55,13.75,15,13.75,"SHISA5"
"12703","ENST00000453514","5_669_750",83,4,5.25,7,5,5.5,4,5.5,6,6.25,13.75,14.25,20,"PAPD4"
"12704","ENST00000436442","2_4_436",438,14.25,18,18.5,17.75,17.25,16.75,20,20,21.5,13.75,10.67,15,"RPP21"
"12705","ENST00000540497","5_61_3403",3361,68.1,81.79,71.43,42.86,52.24,39.86,11.52,14.05,11.62,13.69,11.32,14.3,"ZMYND8"
"12706","ENST00000425530","3_339_915",581,3.42,4.67,3.83,3.25,5.58,3.25,9,8.33,11.33,13.67,10.42,7.58,"RCAN3"
"12707","ENST00000538532","5_290_896",611,3.42,4.67,3.83,3.25,5.58,3.25,9,8.33,11.33,13.67,10.42,7.58,"RCAN3"
"12708","ENST00000466284","1_2200_2350",153,15.83,18.5,14,16.83,13.33,10.17,15.67,11.5,10.67,13.67,9.17,10.33,"MTFR1L"
"12709","ENST00000339145","8_89_503",417,9.67,13.67,17.33,16.33,15,11.67,15.33,18.67,13.67,13.67,7.67,11.67,"IFI6"
"12710","ENST00000361157","10_129_519",393,9.67,13.67,17.33,16.33,15,11.67,15.33,18.67,13.67,13.67,7.67,11.67,"IFI6"
"12711","ENST00000362020","4_109_511",405,9.67,13.67,17.33,16.33,15,11.67,15.33,18.67,13.67,13.67,7.67,11.67,"IFI6"
"12712","ENST00000361641","5_80_593",519,18,23.67,20.67,26.17,21.67,19.33,24,24.33,26.17,13.67,11,9.67,"TSEN15"
"12713","ENST00000369875","3_426_1821",1398,2,3.33,2,4.33,1.67,2,5.67,9.33,10.33,13.67,11.67,11,"CNNM2"
"12714","ENST00000528489","1_344_1334",996,105,105.33,107,98.33,89.33,92,57.33,52.33,49.67,13.67,12,13.33,"LPXN"
"12715","ENST00000334141","7_230_677",450,2,4.67,4.33,7,5,2.33,8.33,7,10.67,13.67,15,26.67,"ZSCAN2"
"12716","ENST00000396871","8_644_1610",969,12.67,12.67,10.33,5.67,5.67,5.33,8.33,12.33,7.33,13.67,11,13.33,"ZNF200"
"12717","ENST00000396868","7_547_1513",969,12.67,12.67,10.33,5.67,5.67,5.33,8.33,12.33,7.33,13.67,11,13.33,"ZNF200"
"12718","ENST00000431561","7_830_1799",972,12.67,12.67,10.33,5.67,5.67,5.33,8.33,12.33,7.33,13.67,11,13.33,"ZNF200"
"12719","ENST00000584601","5_840_4473",3660,105.33,118.33,115.5,103.33,107.67,82.67,48.83,48.83,42,13.67,8.17,18.17,"ERBB2"
"12720","ENST00000264042","7_285_3333",3075,33.33,44,37.33,43,33.33,40,17,24.33,27.33,13.67,17.33,16.33,"FARP2"
"12721","ENST00000373287","8_231_2058",1845,27.33,28,26.33,28,24.33,30,15,21.33,25.33,13.67,17.33,15.33,"FARP2"
"12722","ENST00000627550","2_239_2039",1818,27.33,28,26.33,28,24.33,29,15,21.33,25.33,13.67,17.33,15.33,"FARP2"
"12723","ENST00000400561","6_48_2922",2893,14.33,15.83,22.5,17.5,11,15.67,6.67,10.67,8.5,13.67,9.33,13.17,"MICAL3"
"12724","ENST00000585038","1_87_3282",3216,12.33,16.33,21,17,12,14.67,7.67,10.67,10,13.67,10.33,17.67,"MICAL3"
"12725","ENST00000262794","9_1269_3717",2469,1,1.67,1,6.17,7.33,6,7.67,13.33,6,13.67,10.67,9.33,"MOV10L1"
"12726","ENST00000395858","7_1210_3520",2330,1,1.67,1,5.67,7.33,6,6.67,13.33,6,13.67,10.67,9.33,"MOV10L1"
"12727","ENST00000540615","5_1346_3716",2390,1,1.67,1,6.17,7.33,6,7.67,13.33,6,13.67,10.67,9.33,"MOV10L1"
"12728","ENST00000615603","4_935_2606",1684,47.17,58.42,45.08,50.92,56.83,60.25,23.75,23.75,23.75,13.67,14,15,"FOXP1"
"12729","ENST00000315423","11_88_1375",1292,26.67,38.5,30.33,21.33,17.33,16.33,16.33,20.5,16.17,13.67,12.83,12,"TNIP2"
"12730","ENST00000507030","5_37_1075",1049,4.62,6.67,5.58,3.08,3.75,4.08,9.75,13.7,11.98,13.67,11.57,8.25,"SLC10A7"
"12731","ENST00000289495","7_32_3920",3907,1.58,1.25,1.08,2.5,1.25,2,12.83,14,14.58,13.67,13.08,12.83,"PPP1R9A"
"12732","ENST00000433360","5_283_4405",4142,1.58,1.25,1.08,2.5,1.25,2,13.83,14,14.58,13.67,13.08,15.83,"PPP1R9A"
"12733","ENST00000456331","6_217_3976",3777,1.58,1.25,1.08,2.5,1.25,2,12.5,14,14.25,13.67,13.08,12.5,"PPP1R9A"
"12734","ENST00000381237","5_120_1596",1485,33.67,35.17,37.67,28.17,22.33,15.67,17,14,20.5,13.67,17.17,17.17,"SLC39A14"
"12735","ENST00000374270","7_906_2415",1519,1.67,5,4.33,5.67,3.33,4.67,8.33,8.33,8.67,13.67,14.67,14.67,"SUSD1"
"12736","ENST00000374263","7_795_2229",1443,1.67,5,4.33,5.67,3.33,3.67,7.33,8.33,8.67,13.67,14.67,14.67,"SUSD1"
"12737","ENST00000374264","6_765_2304",1550,1.67,5,4.33,5.67,3.33,3.67,7.33,8.33,8.67,13.67,14.67,14.67,"SUSD1"
"12738","ENST00000394576","2_1_2797",2801,18.5,22.09,18.05,16.88,15.8,8.1,19.53,22.68,13.97,13.64,9.59,9.85,"PCDHGA2"
"12739","ENST00000360674","8_102_2418",2336,22.82,26.26,24.28,22.8,23.37,24.61,22.41,25.36,21.54,13.6,11.42,14.82,"ADAM15"
